# 1762434106	A8:09:69:10:8A:60
0.000000e+00	3.351882e-02	-5.698200e-01	6.306327e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.287198e-03	2.514385e-01	0.000000e+00	0.000000e+00	-2.456871e-04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.000000e-03	3.351882e-02	-5.698200e-01	6.306327e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.307680e-03	2.515992e-01	0.000000e+00	0.000000e+00	-2.213319e-04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.000000e-03	1.915361e-02	-5.410896e-01	6.306327e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.223154e-03	2.516857e-01	0.000000e+00	0.000000e+00	-3.014954e-04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
6.000000e-03	1.915361e-02	-5.410896e-01	6.306327e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.321816e-03	2.516655e-01	0.000000e+00	0.000000e+00	-1.986237e-04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
8.000000e-03	1.915361e-02	-5.793968e-01	6.272809e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.415574e-03	2.515478e-01	0.000000e+00	0.000000e+00	-1.022654e-04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.000000e-02	1.915361e-02	-5.793968e-01	6.272809e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.635401e-03	2.513765e-01	0.000000e+00	0.000000e+00	1.175747e-04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.200000e-02	4.788403e-02	-5.746084e-01	6.291962e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.647518e-03	2.512045e-01	0.000000e+00	0.000000e+00	1.278058e-04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.400000e-02	4.788403e-02	-5.746084e-01	6.291962e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.696848e-03	2.511211e-01	0.000000e+00	0.000000e+00	1.747622e-04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.600000e-02	3.351882e-02	-5.937620e-01	6.296751e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.625881e-03	2.511416e-01	0.000000e+00	0.000000e+00	1.016151e-04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.800000e-02	3.351882e-02	-5.937620e-01	6.296751e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.333355e-03	2.512533e-01	0.000000e+00	0.000000e+00	-1.901026e-04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
